"size","sim","serie","p1","p2","p3"
100,47,"x9",23,20,12
100,47,"x10",19,5,2
100,47,"x11",0,0,0
100,47,"x12",2,1,0
100,47,"x13",1,0,0
100,47,"x14",1,0,0
100,48,"x1",28,9,1
100,48,"x2",6,3,1
100,48,"x3",3,2,1
100,48,"x4",5,2,1
100,48,"x5",0,0,0
100,48,"x6",1,0,0
100,48,"x7",2,1,0
100,48,"x8",3,2,1
100,48,"x9",5,1,0
100,48,"x10",29,4,2
100,48,"x11",12,0,0
100,48,"x12",2,1,0
100,48,"x13",1,0,0
100,48,"x14",3,1,0
100,49,"x1",11,2,1
100,49,"x2",19,18,16
100,49,"x3",2,1,0
100,49,"x4",0,0,0
100,49,"x5",26,9,0
100,49,"x6",1,0,0
100,49,"x7",2,1,0
100,49,"x8",3,2,1
100,49,"x9",12,11,8
100,49,"x10",25,24,13
100,49,"x11",7,5,0
100,49,"x12",2,1,0
100,49,"x13",2,1,0
100,49,"x14",14,3,1
100,50,"x1",7,4,3
100,50,"x2",13,6,3
100,50,"x3",2,1,0
100,50,"x4",1,0,0
100,50,"x5",13,4,2
100,50,"x6",1,0,0
100,50,"x7",2,1,0
100,50,"x8",4,2,1
100,50,"x9",17,8,4
100,50,"x10",13,7,5
100,50,"x11",24,12,0
100,50,"x12",14,8,5
100,50,"x13",1,0,0
100,50,"x14",24,7,1
100,51,"x1",14,5,4
100,51,"x2",24,4,1
100,51,"x3",7,3,2
100,51,"x4",1,0,0
100,51,"x5",23,4,0
100,51,"x6",3,1,0
100,51,"x7",22,1,0
100,51,"x8",3,2,1
100,51,"x9",13,10,6
100,51,"x10",24,13,9
100,51,"x11",20,12,4
100,51,"x12",11,7,2
100,51,"x13",1,0,0
100,51,"x14",2,1,0
100,52,"x1",23,4,3
100,52,"x2",20,3,1
100,52,"x3",2,1,0
100,52,"x4",0,0,0
100,52,"x5",4,0,0
100,52,"x6",0,0,0
100,52,"x7",2,1,0
100,52,"x8",4,3,2
100,52,"x9",12,1,0
