"size","sim","serie","p1","p2","p3"
100,57,"x11",4,0,0
100,57,"x12",28,27,8
100,57,"x13",0,0,0
100,57,"x14",22,0,0
100,58,"x1",22,18,15
100,58,"x2",1,0,0
100,58,"x3",0,0,0
100,58,"x4",0,0,0
100,58,"x5",28,23,19
100,58,"x6",28,2,0
100,58,"x7",2,1,0
100,58,"x8",1,0,0
100,58,"x9",11,8,6
100,58,"x10",23,8,6
100,58,"x11",2,0,0
100,58,"x12",0,0,0
100,58,"x13",22,21,0
100,58,"x14",18,17,0
100,59,"x1",27,0,0
100,59,"x2",1,0,0
100,59,"x3",0,0,0
100,59,"x4",29,28,27
100,59,"x5",22,15,0
100,59,"x6",29,2,0
100,59,"x7",21,2,1
100,59,"x8",1,0,0
100,59,"x9",23,4,3
100,59,"x10",4,3,0
100,59,"x11",29,20,6
100,59,"x12",18,17,0
100,59,"x13",0,0,0
100,59,"x14",3,2,0
100,60,"x1",24,15,1
100,60,"x2",1,0,0
100,60,"x3",0,0,0
100,60,"x4",17,0,0
100,60,"x5",6,0,0
100,60,"x6",2,0,0
100,60,"x7",2,1,0
100,60,"x8",27,10,7
100,60,"x9",21,11,10
100,60,"x10",23,11,8
100,60,"x11",20,0,0
100,60,"x12",0,0,0
100,60,"x13",17,0,0
100,60,"x14",28,27,20
100,61,"x1",18,3,2
100,61,"x2",0,0,0
100,61,"x3",0,0,0
100,61,"x4",0,0,0
100,61,"x5",7,4,3
100,61,"x6",4,0,0
100,61,"x7",1,0,0
100,61,"x8",2,1,0
100,61,"x9",11,0,0
100,61,"x10",27,24,11
100,61,"x11",21,0,0
100,61,"x12",0,0,0
100,61,"x13",0,0,0
100,61,"x14",24,2,0
100,62,"x1",28,12,4
100,62,"x2",1,0,0
100,62,"x3",0,0,0
100,62,"x4",26,25,14
100,62,"x5",16,9,0
100,62,"x6",24,23,0
100,62,"x7",6,3,2
100,62,"x8",1,0,0
100,62,"x9",11,10,0
100,62,"x10",11,10,8
100,62,"x11",2,0,0
100,62,"x12",0,0,0
100,62,"x13",0,0,0
100,62,"x14",3,2,0
100,63,"x1",28,9,3
100,63,"x2",1,0,0
100,63,"x3",28,0,0
100,63,"x4",5,0,0
100,63,"x5",10,4,0
100,63,"x6",2,0,0
100,63,"x7",1,0,0
100,63,"x8",2,1,0
100,63,"x9",0,0,0
100,63,"x10",20,6,3
100,63,"x11",0,0,0
100,63,"x12",0,0,0
100,63,"x13",0,0,0
100,63,"x14",29,10,2
100,64,"x1",26,0,0
100,64,"x2",0,0,0
100,64,"x3",0,0,0
100,64,"x4",0,0,0
100,64,"x5",0,0,0
100,64,"x6",9,8,5
100,64,"x7",27,2,1
100,64,"x8",17,1,0
100,64,"x9",10,0,0
100,64,"x10",23,22,21
100,64,"x11",21,4,3
100,64,"x12",25,0,0
100,64,"x13",0,0,0
100,64,"x14",19,15,12
100,65,"x1",29,0,0
100,65,"x2",27,24,1
100,65,"x3",1,0,0
100,65,"x4",27,0,0
100,65,"x5",27,14,4
100,65,"x6",14,2,0
100,65,"x7",3,2,1
100,65,"x8",26,16,15
100,65,"x9",11,10,0
100,65,"x10",4,3,0
100,65,"x11",27,23,0
100,65,"x12",17,4,3
100,65,"x13",0,0,0
100,65,"x14",0,0,0
100,66,"x1",23,15,0
100,66,"x2",27,7,0
100,66,"x3",3,2,0
100,66,"x4",29,0,0
100,66,"x5",28,26,22
100,66,"x6",2,0,0
100,66,"x7",1,0,0
100,66,"x8",19,2,1
100,66,"x9",22,21,11
100,66,"x10",21,9,2
100,66,"x11",3,0,0
100,66,"x12",24,23,0
100,66,"x13",0,0,0
100,66,"x14",2,0,0
100,67,"x1",29,8,3
100,67,"x2",6,2,1
100,67,"x3",2,0,0
100,67,"x4",21,13,0
100,67,"x5",8,3,1
100,67,"x6",0,0,0
100,67,"x7",1,0,0
100,67,"x8",18,2,1
100,67,"x9",22,20,2
100,67,"x10",22,20,2
100,67,"x11",19,14,13
